0 0
391 0
1945 0
1698 0
70 0
1711 0
962 0
1938 0
411 1
1585 1
1791 1
418 1
1838 1
1986 1
202 1
1322 1
1575 1
1975 1
1767 1
464 1
1119 1
1873 2
1257 2
10 3
1401 3
1961 3
866 3
964 3
1815 3
116 3
1134 3
915 3
1381 3
795 3
627 3
1673 3
384 3
665 3
433 3
1226 3
1855 3
977 3
868 4
1628 4
1618 4
277 4
1875 4
1286 4
154 4
1918 4
332 4
712 4
1276 4
422 4
982 4
1522 4
1439 5
1962 5
456 5
510 5
1277 5
998 5
584 5
826 6
1844 6
598 6
11 7
1190 7
242 7
1717 7
118 7
1080 7
63 7
1010 7
315 7
1485 7
1099 7
176 7
108 7
2000 7
573 8
2005 8
555 8
1072 8
1213 8
1877 8
478 8
449 8
903 8
1509 8
119 9
1429 9
689 9
979 9
557 9
265 9
1669 9
23 9
1018 9
889 9
640 9
1240 9
164 9
1368 9
382 9
89 9
1662 10
1832 10
667 10
1079 10
1766 10
103 10
209 10
1750 10
1586 11
13 11
851 11
271 11
1500 11
216 11
24 11
1521 11
1893 11
1466 11
410 11
1997 11
1973 11
1926 11
328 12
816 12
409 12
1742 12
1433 12
1178 12
305 12
46 12
793 12
1769 12
38 12
682 12
152 12
823 12
256 12
1268 13
1790 13
1935 13
343 13
1083 13
167 13
1330 13
604 13
872 13
902 13
736 13
954 13
107 13
840 13
1941 13
195 13
1408 13
938 13
44 13
1531 13
1290 13
1294 13
1452 13
217 13
520 13
1577 13
1128 13
722 13
1994 13
402 13
716 13
91 13
1238 13
1853 13
649 13
1431 13
963 13
1781 13
338 13
1063 13
1596 13
1607 13
279 13
1193 13
960 13
1379 13
135 13
73 13
1579 13
535 14
20 14
1898 14
1143 14
33 14
55 14
95 14
737 14
183 14
238 14
652 14
1902 14
1197 14
1857 14
318 14
626 14
827 14
1843 14
1991 14
1549 15
992 15
65 15
221 15
848 15
79 15
1158 15
1376 15
1305 15
429 15
990 15
245 15
1057 15
1392 15
1423 15
894 15
139 15
448 15
244 15
1157 15
997 15
727 15
357 15
571 15
385 15
1980 15
1123 15
766 15
1812 15
1955 15
479 15
807 15
507 15
546 15
1194 15
575 15
1535 15
588 15
60 15
1148 15
881 15
1593 15
896 15
1069 15
923 15
1112 15
1837 15
2022 15
1747 15
1693 15
1772 15
1700 15
1443 15
1479 15
1851 15
1499 15
1912 15
2015 15
629 16
690 16
701 16
75 16
247 16
2026 16
141 16
891 16
278 16
1905 16
292 16
145 16
1784 16
1035 16
729 16
1388 16
252 16
1186 16
465 16
260 16
442 16
865 16
475 16
854 16
818 16
1779 16
904 16
1649 16
1690 16
1555 16
1211 16
1478 16
1494 16
1553 16
36 17
1620 17
664 17
873 17
1023 17
43 18
387 18
890 18
1974 18
347 18
1041 18
1597 18
1914 18
1964 18
1749 18
1527 18
363 18
1136 18
90 18
1689 18
190 18
1802 18
487 18
782 18
508 18
515 18
1992 18
403 18
1154 18
733 18
1102 18
1666 18
1404 18
957 18
2024 18
1444 18
1029 18
1068 18
1507 18
1900 18
1548 19
294 19
50 20
1892 20
750 20
2002 20
53 21
1372 21
732 21
1985 21
2003 21
561 21
110 21
1951 21
1972 21
1792 21
188 21
1871 21
668 21
377 21
513 21
1325 21
153 21
401 21
1087 21
987 21
150 22
717 22
462 23
863 23
1546 24
898 24
104 25
1051 25
538 25
1829 25
1425 25
1409 25
703 25
1949 25
1648 25
2011 25
121 26
1922 26
1856 26
124 27
1580 27
694 27
147 28
625 28
149 29
306 29
157 30
832 30
512 30
181 31
755 31
194 32
204 32
196 33
1891 33
1676 33
220 34
371 34
232 35
833 35
281 36
1124 36
311 37
1683 37
325 38
1055 38
326 39
908 39
424 40
1038 40
423 41
568 41
469 42
97 42
523 43
1932 43
585 44
1643 44
630 45
1511 45
635 46
327 46
670 47
830 47
696 48
518 48
803 49
417 49
897 50
300 50
929 51
1389 51
989 52
1434 52
1004 53
1034 53
1088 53
1762 53
1090 54
1233 54
1357 55
797 55
1412 56
1071 56
1472 57
591 57
1524 58
1237 58
1537 59
541 59
1787 60
601 60
1804 61
3 61
1814 62
337 62
1923 63
224 63
296 64
983 64
1696 64
389 64
1886 65
779 65
1906 65
14 66
1207 66
731 66
374 66
458 66
1911 66
349 67
83 67
1996 67
361 67
534 67
828 67
165 67
1562 67
917 67
1726 67
583 67
34 68
92 68
322 68
1705 68
602 68
831 68
491 68
852 68
1302 68
1133 68
1753 69
794 69
1252 69
619 70
1637 70
344 71
944 71
203 72
1679 72
1243 73
586 73
525 74
386 74
1498 74
1060 75
435 75
461 75
1800 75
