53	1372
53	732
53	1985
53	2003
53	561
103	1662
103	1079
104	1051
110	1372
110	732
110	53
110	1985
110	1951
110	1972
110	1792
110	188
110	1871
110	668
110	377
110	2003
110	561
110	513
110	1325
153	1372
153	732
153	110
153	53
153	401
153	1985
153	1951
153	1087
153	1972
153	1792
153	188
153	1871
153	668
153	377
153	2003
153	561
153	513
153	1325
154	277
154	1918
154	1875
154	332
154	982
188	1372
188	732
188	53
188	1985
188	1951
188	1972
188	1792
188	1871
188	668
188	377
188	2003
188	561
188	513
188	1325
202	1791
202	418
202	1975
277	982
332	277
332	982
377	1372
377	732
377	53
377	1985
377	1972
377	1792
377	1871
377	668
377	2003
377	561
377	513
377	1325
401	1372
401	732
401	110
401	53
401	1985
401	1951
401	1972
401	1792
401	188
401	1871
401	668
401	377
401	2003
401	561
401	513
401	1325
411	1838
411	202
418	411
418	1975
418	1838
422	1618
422	277
422	868
422	1628
422	332
449	478
449	2005
464	418
464	411
464	1767
464	1975
464	1838
464	202
513	1372
513	732
513	53
513	1985
513	668
513	2003
513	561
513	1325
538	1051
538	1425
538	1409
538	104
538	1949
538	1648
538	2011
555	478
555	449
561	1372
561	732
561	1985
561	2003
573	478
573	449
573	555
668	1372
668	732
668	53
668	1985
668	2003
668	561
703	1051
703	1829
703	538
703	104
703	1409
712	154
712	277
717	150
868	712
868	277
868	154
868	1875
898	1546
903	573
903	478
903	555
903	2005
903	1213
903	1072
903	449
987	1372
987	732
987	110
987	53
987	401
987	1985
987	1951
987	1087
987	1972
987	1792
987	188
987	1871
987	668
987	377
987	2003
987	561
987	513
987	153
987	1325
1051	1425
1051	1648
1072	478
1072	2005
1072	555
1072	449
1072	573
1087	1372
1087	732
1087	110
1087	53
1087	401
1087	1985
1087	1951
1087	1972
1087	1792
1087	188
1087	1871
1087	668
1087	377
1087	2003
1087	561
1087	513
1087	1325
1119	1791
1119	418
1119	1322
1119	464
1119	411
1119	202
1119	1767
1119	1838
1119	1975
1213	555
1213	573
1213	1072
1276	868
1276	712
1276	1286
1276	277
1276	422
1276	154
1276	1918
1276	982
1276	1522
1276	332
1286	712
1286	277
1286	868
1286	154
1286	982
1322	418
1322	411
1322	464
1322	1975
1322	1767
1322	202
1325	1372
1325	732
1325	53
1325	1985
1325	668
1325	2003
1325	561
1372	732
1372	1985
1372	2003
1409	1051
1409	104
1509	478
1509	573
1509	903
1509	2005
1509	1072
1509	555
1509	449
1509	1213
1522	154
1522	712
1522	277
1522	1628
1522	332
1522	868
1522	1286
1522	1618
1575	1322
1575	418
1575	411
1575	202
1575	464
1575	1767
1575	1119
1585	1791
1585	418
1585	411
1585	1322
1585	1975
1585	202
1585	1575
1585	464
1585	1119
1618	277
1618	868
1618	154
1618	712
1618	1286
1618	1276
1628	277
1628	1618
1628	154
1628	712
1628	868
1628	1286
1628	1276
1628	332
1662	667
1750	1662
1750	103
1750	1079
1766	1750
1766	1662
1766	1832
1767	202
1767	411
1767	1585
1767	418
1767	1838
1791	418
1791	411
1791	1767
1791	1838
1791	1975
1791	1322
1791	464
1791	1575
1792	1372
1792	732
1792	53
1792	1985
1792	1972
1792	1871
1792	668
1792	2003
1792	561
1792	513
1792	1325
1829	1051
1829	538
1829	1425
1829	1409
1829	104
1829	1949
1829	1648
1829	2011
1832	1079
1832	1750
1832	103
1832	1662
1832	667
1832	209
1838	1575
1838	202
1838	1585
1838	1322
1871	1372
1871	732
1871	53
1871	1985
1871	1972
1871	668
1871	2003
1871	561
1871	513
1871	1325
1875	1286
1875	712
1877	478
1877	573
1877	555
1877	903
1877	1509
1877	449
1877	1072
1918	277
1918	868
1918	332
1918	1286
1918	982
1918	1618
1918	422
1918	1522
1918	712
1918	1628
1949	1051
1951	1372
1951	732
1951	53
1951	1985
1951	1972
1951	1792
1951	1871
1951	668
1951	377
1951	2003
1951	561
1951	513
1951	1325
1972	1372
1972	732
1972	53
1972	1985
1972	668
1972	2003
1972	561
1972	513
1972	1325
1975	1838
1975	1575
1975	411
1985	732
1986	1585
1986	1791
1986	418
1986	1767
1986	411
1986	1838
1986	1975
1986	464
1986	1322
1986	202
1986	1575
1986	1119
2003	732
2003	1985
2005	478
2005	555
2005	573
2005	1213
2005	1877
2011	1051
2011	1949
