29	629
36	1620
37	992
38	816
38	305
43	387
43	890
43	1974
43	347
43	1041
43	1597
43	1914
43	1964
43	1749
43	1527
43	363
43	1136
44	1579
44	604
44	1290
44	1935
44	343
44	1083
44	167
44	902
44	736
44	954
44	107
44	840
44	1941
44	195
44	938
44	1294
44	1452
44	217
44	520
44	1577
44	1128
44	722
44	1994
44	402
44	716
44	91
44	1238
44	1853
44	649
44	1431
44	963
44	1781
44	338
44	1268
44	1596
44	1607
44	279
44	1193
44	960
44	1379
44	73
46	816
46	1742
46	1433
46	1178
46	328
46	305
65	221
65	848
73	1935
73	1083
73	604
73	902
73	736
73	954
73	107
73	840
73	1941
73	195
73	938
73	1290
73	1452
73	217
73	520
73	1577
73	1128
73	722
73	1994
73	402
73	716
73	91
73	1238
73	1853
73	649
73	1431
73	963
73	1781
73	338
73	1268
73	1596
73	1607
73	279
73	1193
73	960
73	1379
75	247
79	1158
79	1376
79	1305
79	429
79	990
79	245
79	1549
79	1057
79	1392
79	1423
89	265
89	164
89	1368
90	1974
90	1041
90	43
90	1597
90	1914
90	1964
90	1749
90	1527
90	363
90	1136
90	1689
91	1935
91	604
91	902
91	954
91	840
91	1290
91	1452
91	217
91	1128
91	1853
91	1431
91	963
91	1781
91	338
91	279
107	1935
107	1083
107	604
107	902
107	954
107	840
107	1941
107	195
107	938
107	1290
107	1452
107	217
107	520
107	1577
107	1128
107	722
107	1994
107	91
107	1238
107	1853
107	649
107	1431
107	963
107	1781
107	338
107	1268
107	1596
107	1607
107	279
107	1193
107	960
107	1379
119	1429
119	1669
119	265
119	23
119	889
119	382
120	2026
120	666
121	1922
131	1993
131	894
135	1790
135	1935
135	343
135	1083
135	167
135	1330
135	604
135	872
135	902
135	736
135	954
135	107
135	840
135	1941
135	195
135	1408
135	938
135	44
135	1531
135	1290
135	1294
135	1452
135	217
135	520
135	1577
135	1128
135	722
135	1994
135	402
135	716
135	91
135	1238
135	1853
135	649
135	1431
135	963
135	1781
135	338
135	1063
135	1268
135	1596
135	1607
135	279
135	1193
135	960
135	1379
135	73
135	1579
139	448
141	891
141	278
141	1905
141	292
145	1784
145	1035
152	823
164	119
164	1018
164	979
164	265
164	23
164	889
167	1935
167	343
167	1083
167	604
167	902
167	736
167	954
167	107
167	840
167	1941
167	195
167	938
167	1290
167	1452
167	217
167	520
167	1577
167	1128
167	722
167	1994
167	402
167	716
167	91
167	1238
167	1853
167	649
167	1431
167	963
167	1781
167	338
167	1268
167	1596
167	1607
167	279
167	1193
167	960
167	1379
167	73
167	1579
190	347
190	387
190	43
190	890
190	1802
190	487
190	1974
190	90
190	1041
190	1527
195	1935
195	1083
195	604
195	902
195	954
195	840
195	938
195	1290
195	1452
195	217
195	520
195	1577
195	1128
195	722
195	1994
195	91
195	1238
195	1853
195	649
195	1431
195	963
195	1781
195	338
195	1268
195	1596
195	1607
195	279
195	1193
195	960
195	1379
204	194
217	1935
217	338
221	848
232	833
244	1157
244	997
244	1158
244	79
244	990
244	245
244	727
244	1549
244	1057
244	1392
245	990
245	1392
245	824
247	1905
247	729
247	1388
252	247
252	1186
252	465
252	1388
252	1905
256	816
256	409
256	1178
256	328
256	305
256	793
265	23
265	889
278	891
278	292
279	1935
279	604
279	902
279	954
279	840
279	1290
279	1452
279	217
279	1128
279	1853
279	1431
279	963
279	1781
279	338
281	1124
305	816
305	1433
328	816
328	1433
328	305
328	152
343	1935
343	1083
343	604
343	902
343	736
343	954
343	107
343	840
343	1941
343	195
343	938
343	1290
343	1452
343	217
343	520
343	1577
343	1128
343	722
343	1994
343	402
343	716
343	91
343	1238
343	1853
343	649
343	1431
343	963
343	1781
343	338
343	1268
343	1596
343	1607
343	279
343	1193
343	960
343	1379
343	73
347	1974
347	90
347	1041
347	1527
357	1157
357	571
357	244
363	1974
363	782
363	508
363	1597
363	515
363	1964
363	1041
363	1749
363	890
363	1992
371	220
385	1158
385	1376
385	245
385	1423
387	1974
387	347
387	1041
387	90
387	1597
387	1914
387	1964
387	1749
387	1527
387	363
387	1136
402	1994
402	1935
402	1083
402	604
402	902
402	736
402	954
402	107
402	840
402	1941
402	195
402	938
402	1290
402	1452
402	217
402	520
402	1577
402	1128
402	722
402	91
402	1238
402	1853
402	649
402	1431
402	963
402	1781
402	338
402	1268
402	1596
402	1607
402	279
402	1193
402	960
402	1379
403	1974
403	90
403	782
403	508
403	515
403	387
403	1041
403	1154
403	43
403	890
403	733
403	1992
403	190
403	1102
403	1666
403	1597
403	347
403	1914
403	1964
403	1404
403	957
403	1749
403	1527
403	2024
403	363
403	1136
403	1689
403	1444
403	487
403	1029
409	328
409	816
409	305
409	793
409	1742
409	1433
409	46
409	1769
424	1038
429	1376
429	1980
442	260
442	865
448	1123
448	766
465	247
465	1364
465	75
465	1371
475	854
475	729
475	701
479	807
486	1880
487	890
487	90
487	347
487	387
487	43
507	1549
507	1392
508	782
508	890
508	1102
508	1666
508	957
508	2024
508	1444
508	487
508	90
508	190
508	1597
508	347
508	1964
508	387
508	43
508	1527
515	782
515	890
515	1974
515	957
515	1041
515	487
515	90
515	190
515	508
515	1597
515	347
515	1964
515	387
515	43
515	1749
515	1527
520	1935
520	1083
520	604
520	902
520	954
520	840
520	938
520	1290
520	1452
520	217
520	1577
520	1128
520	1994
520	91
520	1238
520	1853
520	649
520	1431
520	963
520	1781
520	338
520	1268
520	279
520	1193
520	960
520	1379
546	479
546	807
546	1194
557	23
557	889
557	265
557	119
557	164
557	89
557	382
568	423
571	1157
571	244
575	1535
575	1549
588	60
588	894
604	1935
604	840
604	1452
604	217
604	1853
604	1431
604	338
630	1511
632	1148
635	327
640	689
640	557
640	1429
640	119
640	265
