0 0
1 0
2 0
5 0
6 0
7 0
8 0
9 0
10 0
3 1
12 1
11 1
13 1
14 2
15 2
17 2
19 2
18 2
16 2
0 0
1 0
2 0
5 0
6 0
7 0
8 0
9 0
10 0
3 1
12 1
11 1
13 1
14 2
15 2
17 2
19 2
18 2
16 2
